Entry,Method,PDB_ID,Residues_Covered,Chain
Q7Z2W9,Electron Microscopy,6NU2,49-204,S
Q7Z2W9,Electron Microscopy,6NU3,1-205,S
Q9NRX2,Solution NMR,2CQM,28-136,A
Q9NRX2,Electron Microscopy,3J7Y,1-175,O
Q9NRX2,Electron Microscopy,3J9M,1-175,O
Q9NRX2,Electron Microscopy,5OOL,1-175,O
Q9NRX2,Electron Microscopy,5OOM,1-175,O
Q9NRX2,Electron Microscopy,6NU2,9-160,O
Q9NRX2,Electron Microscopy,6NU3,1-175,O
Q8NCN4,X-ray diffraction,5GG4,620-632,"E, F, G, H"
Q8NCN4,Solution NMR,5VEY,653-708,C
P19474,X-ray diffraction,2IWG,287-465,"B, E"
P19474,Solution NMR,5JPX,86-130,A
P19474,X-ray diffraction,5OLM,1-129,"A, B"
P19474,X-ray diffraction,6FGA,1-98,"A, B, C, D, E, F, G, H"
P19474,X-ray diffraction,6S53,1-85,"A, B, G, H"
Q9Y6N7,Solution NMR,2EO9,454-564,A
Q9Y6N7,X-ray diffraction,2V9Q,58-266,A
Q9Y6N7,X-ray diffraction,2V9R,58-266,A
Q9Y6N7,X-ray diffraction,2V9T,58-166,A
Q9Y6N7,X-ray diffraction,4HLJ,660-897,A
Q9Y6N7,X-ray diffraction,5O5G,63-446,A
Q9Y6N7,X-ray diffraction,5O5I,454-543,A
Q9Y6N7,X-ray diffraction,5OPE,63-447,A
Q9Y6N7,X-ray diffraction,6A77,455-543,A
Q9Y6N7,X-ray diffraction,6A78,455-543,"A, B"
Q9Y6N7,X-ray diffraction,6A79,455-543,"A, B"
P08922,X-ray diffraction,3ZBF,1934-2232,A
P08922,X-ray diffraction,4UXL,1934-2232,A
O00584,X-ray diffraction,3T0O,25-256,A
P10301,X-ray diffraction,2FN4,23-201,A
Q8WXG8,X-ray diffraction,5HYD,1-99,"A, B, C, D"
O60939,X-ray diffraction,5FDY,30-153,"A, B"
O60939,X-ray diffraction,5FEB,30-151,A
O60939,Electron Microscopy,6J8E,27-148,C
O60939,Electron Microscopy,6J8G,1-215,C
O60939,Electron Microscopy,6J8H,1-215,C
O60939,Electron Microscopy,6J8I,1-215,C
O60939,Electron Microscopy,6J8J,1-215,C
P26447,Solution NMR,1M31,1-101,"A, B"
P26447,Solution NMR,2LNK,1-101,"A, B"
P26447,Solution NMR,2MRD,1-101,"A, B"
P26447,X-ray diffraction,2Q91,1-101,"A, B"
P26447,X-ray diffraction,3C1V,1-101,"A, B, C, D"
P26447,X-ray diffraction,3CGA,1-101,"A, B"
P26447,X-ray diffraction,3KO0,1-101,"A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T"
P26447,X-ray diffraction,3M0W,2-101,"A, B, C, D, E, F, G, H, I, J"
P26447,X-ray diffraction,3ZWH,1-101,"A, B"
P26447,X-ray diffraction,4CFQ,1-88,"A, B, C, D"
P26447,X-ray diffraction,4CFR,1-101,"A, B"
P26447,X-ray diffraction,4ETO,1-93,"A, B"
P26447,X-ray diffraction,4HSZ,1-93,"A, B, C, D"
P26447,X-ray diffraction,5LPU,1-101,"C, D"
Q9UP95,Electron Microscopy,6KKR,1-1085,"A, B"
Q9UP95,Electron Microscopy,6KKT,1-1085,"A, B"
Q9UP95,Electron Microscopy,6KKU,1-1085,"A, B"
Q96LD8,X-ray diffraction,1XT9,1-212,B
Q96LD8,X-ray diffraction,2BKQ,1-212,"A, B, C, D"
Q96LD8,X-ray diffraction,2BKR,1-212,B
Q15019,X-ray diffraction,2QA5,1-315,"A, B"
Q15019,X-ray diffraction,2QAG,1-361,A
Q15019,X-ray diffraction,2QNR,22-320,"A, B"
Q8WTS6,X-ray diffraction,1H3I,52-344,"A, B"
Q8WTS6,X-ray diffraction,1MT6,58-337,A
Q8WTS6,X-ray diffraction,1MUF,81-337,A
Q8WTS6,X-ray diffraction,1N6A,108-366,A
Q8WTS6,X-ray diffraction,1N6C,70-366,A
Q8WTS6,X-ray diffraction,1O9S,108-366,"A, B"
Q8WTS6,X-ray diffraction,1XQH,108-366,"A, E"
Q8WTS6,X-ray diffraction,2F69,110-366,A
Q8WTS6,X-ray diffraction,3CBM,111-366,A
Q8WTS6,X-ray diffraction,3CBO,111-366,A
Q8WTS6,X-ray diffraction,3CBP,111-366,A
Q8WTS6,X-ray diffraction,3M53,110-366,A
Q8WTS6,X-ray diffraction,3M54,110-366,A
Q8WTS6,X-ray diffraction,3M55,110-366,A
Q8WTS6,X-ray diffraction,3M56,110-366,A
Q8WTS6,X-ray diffraction,3M57,110-366,A
Q8WTS6,X-ray diffraction,3M58,110-366,A
Q8WTS6,X-ray diffraction,3M59,110-366,A
Q8WTS6,X-ray diffraction,3M5A,110-366,A
Q8WTS6,X-ray diffraction,3OS5,111-366,A
Q8WTS6,X-ray diffraction,3VUZ,111-366,A
Q8WTS6,X-ray diffraction,3VV0,111-366,A
Q8WTS6,X-ray diffraction,4E47,109-366,"A, B, C, D"
Q8WTS6,X-ray diffraction,4J7F,110-366,A
Q8WTS6,X-ray diffraction,4J7I,110-366,A
Q8WTS6,X-ray diffraction,4J83,110-366,A
Q8WTS6,X-ray diffraction,4J8O,110-366,A
Q8WTS6,X-ray diffraction,4JDS,109-366,"A, B, C, D"
Q8WTS6,X-ray diffraction,4JLG,109-366,"A, B"
Q8WTS6,X-ray diffraction,5AYF,111-366,A
Q8WTS6,X-ray diffraction,5EG2,110-366,A
Q8WTS6,X-ray diffraction,5YLT,111-366,A
Q9NRF2,X-ray diffraction,5W3R,519-628,A
Q8WU79,X-ray diffraction,2IQJ,1-132,"A, B"
O15020,Solution NMR,1WJM,2219-2328,A
O15020,Solution NMR,1WYQ,178-291,A
O15020,Electron Microscopy,6ANU,1-284,"a, b, c, d, e, f"
Q08AE8,X-ray diffraction,2YLE,36-236,A
Q08AE8,X-ray diffraction,2YLF,36-236,A
Q08AE8,X-ray diffraction,3R7G,20-237,A
Q08AE8,X-ray diffraction,3RBW,20-237,"A, B, C, D"
Q5JUX0,X-ray diffraction,5A1H,45-258,"A, B, C, D"
Q8ND04,Electron Microscopy,6SYT,1-991,B
Q7Z698,Solution NMR,2JP2,1-124,A
Q9GZT4,X-ray diffraction,3L6B,1-340,A
Q9GZT4,X-ray diffraction,3L6R,1-340,A
Q9GZT4,X-ray diffraction,5X2L,1-340,"A, B"
O75391,Solution NMR,2CPM,44-124,A
O00161,X-ray diffraction,1NHL,23-76,A
O00161,X-ray diffraction,3ZUS,150-211,"A, B, C, D"
O95793,X-ray diffraction,4DKK,448-557,A
O95793,X-ray diffraction,6HTU,182-360,"A, B, C"
O95793,Solution NMR,6SDW,183-355,A
O95793,Solution NMR,6SDY,286-355,A
Q7RTN6,X-ray diffraction,1UPK,420-431,B
Q7RTN6,X-ray diffraction,2WTK,59-431,"B, E"
Q7RTN6,X-ray diffraction,3GNI,59-431,B
O43581,Solution NMR,2D8K,132-259,A
Q00403,X-ray diffraction,1C9B,110-316,"A, E, I, M, Q"
Q00403,Solution NMR,1DL6,2-59,A
Q00403,Solution NMR,1RLY,1-60,A
Q00403,Solution NMR,1RO4,1-60,A
Q00403,Solution NMR,1TFB,110-316,A
Q00403,X-ray diffraction,1VOL,113-316,A
Q00403,Solution NMR,2PHG,111-316,A
Q00403,Electron Microscopy,5IY6,1-316,M
Q00403,Electron Microscopy,5IY7,1-316,M
Q00403,Electron Microscopy,5IY8,1-316,M
Q00403,Electron Microscopy,5IY9,1-316,M
Q00403,Electron Microscopy,5IYA,1-316,M
Q00403,Electron Microscopy,5IYB,1-316,M
Q00403,Electron Microscopy,5IYC,1-316,M
Q00403,Electron Microscopy,5IYD,1-316,M
Q00403,X-ray diffraction,5WH1,107-316,"A, B, C, D"
Q00403,Electron Microscopy,6O9L,1-316,M
O15119,X-ray diffraction,1H6F,99-311,"A, B"
O75509,Solution NMR,2DBH,567-655,A
O75509,X-ray diffraction,3QO4,42-218,A
O75509,X-ray diffraction,3U3P,42-348,A
O75509,X-ray diffraction,3U3Q,42-348,A
O75509,X-ray diffraction,3U3S,42-348,A
O75509,X-ray diffraction,3U3T,42-348,A
O75509,X-ray diffraction,3U3V,42-348,A
Q86UU9,Solution NMR,2MOC,57-67,A
Q96CG3,X-ray diffraction,4YM4,10-150;1-12,B
Q96CG3,X-ray diffraction,4ZGI,10-149,A
Q96CG3,X-ray diffraction,5ZUJ,170-184,I
Q96CG3,X-ray diffraction,6A33,170-184,I
Q9H0W7,Solution NMR,2D8R,1-86,A
A0A5B9,X-ray diffraction,1AO7,1-129,E
A0A5B9,X-ray diffraction,1BD2,1-129,E
A0A5B9,X-ray diffraction,2EYR,1-129,B
A0A5B9,X-ray diffraction,2EYS,1-129,B
A0A5B9,X-ray diffraction,2EYT,1-129,"B, D"
A0A5B9,X-ray diffraction,3KXF,1-129,"E, H, O, P"
A0A5B9,X-ray diffraction,3O6F,1-130,"D, H"
A0A5B9,X-ray diffraction,3O8X,1-128,D
A0A5B9,X-ray diffraction,3O9W,1-128,D
A0A5B9,X-ray diffraction,3QUX,1-128,D
A0A5B9,X-ray diffraction,3T0E,1-130,D
A0A5B9,X-ray diffraction,3TA3,1-128,D
A0A5B9,X-ray diffraction,3TVM,1-128,"D, H"
A0A5B9,X-ray diffraction,4C56,1-129,"B, H"
A0A5B9,X-ray diffraction,4MVB,1-129,D
A0A5B9,X-ray diffraction,4MXQ,1-129,D
A0A5B9,X-ray diffraction,4N0C,1-129,"D, H"
A0A5B9,X-ray diffraction,4N5E,1-129,D
A0A5B9,X-ray diffraction,4NHU,1-129,"B, D"
A0A5B9,X-ray diffraction,4ONH,1-129,B
A0A5B9,X-ray diffraction,4P4K,1-129,"D, H"
A0A5B9,X-ray diffraction,4UDT,1-129,B
A0A5B9,X-ray diffraction,4UDU,1-129,B
A0A5B9,X-ray diffraction,4WW1,1-129,B
A0A5B9,X-ray diffraction,4WW2,1-129,B
A0A5B9,X-ray diffraction,4WWK,1-129,B
A0A5B9,X-ray diffraction,4Y16,1-128,D
A0A5B9,X-ray diffraction,4Y2D,1-128,"D, H"
A0A5B9,X-ray diffraction,4Y4F,1-128,"D, H"
A0A5B9,X-ray diffraction,4Y4H,1-128,"D, H"
A0A5B9,X-ray diffraction,4Y4K,1-128,D
A0A5B9,X-ray diffraction,4ZAK,21-128,D
A0A5B9,X-ray diffraction,5BRZ,1-128,E
A0A5B9,X-ray diffraction,5BS0,1-129,E
A0A5B9,X-ray diffraction,5C07,1-129,"E, J"
A0A5B9,X-ray diffraction,5C08,1-129,"E, J"
A0A5B9,X-ray diffraction,5C09,1-129,"E, J"
A0A5B9,X-ray diffraction,5C0A,1-129,"E, J"
A0A5B9,X-ray diffraction,5C0B,1-129,"E, J"
A0A5B9,X-ray diffraction,5C0C,1-129,"E, J"
A0A5B9,X-ray diffraction,5EU6,1-129,E
A0A5B9,X-ray diffraction,5FK9,1-129,B
A0A5B9,X-ray diffraction,5FKA,1-129,B
A0A5B9,X-ray diffraction,5HHM,1-129,"E, J"
A0A5B9,X-ray diffraction,5HHO,1-129,E
A0A5B9,X-ray diffraction,5HYJ,1-129,"E, J"
A0A5B9,X-ray diffraction,5KS9,1-129,"F, H"
A0A5B9,X-ray diffraction,5KSA,1-129,D
A0A5B9,X-ray diffraction,5KSB,1-129,"F, H"
A0A5B9,X-ray diffraction,6CPH,1-129,E
A0A5B9,X-ray diffraction,6CQL,1-129,E
A0A5B9,X-ray diffraction,6CQQ,1-129,"E, J"
A0A5B9,X-ray diffraction,6CQR,1-129,"E, J"
A0A5B9,X-ray diffraction,6MIV,21-128,D
A0A5B9,X-ray diffraction,6MIY,21-128,"D, H"
A0A5B9,X-ray diffraction,6MJ4,21-128,D
A0A5B9,X-ray diffraction,6MJ6,21-128,D
A0A5B9,X-ray diffraction,6MJA,21-128,D
A0A5B9,X-ray diffraction,6MJI,21-128,D
A0A5B9,X-ray diffraction,6MJJ,21-128,D
A0A5B9,X-ray diffraction,6MJQ,21-128,"D, H"
O75762,Electron Microscopy,3J9P,2-1119,"A, B, C, D"
O75762,X-ray diffraction,6HC8,313-339,E
O75762,Electron Microscopy,6PQO,2-1119,"A, B, C, D"
O75762,Electron Microscopy,6PQP,2-1119,"A, B, C, D"
O75762,Electron Microscopy,6PQQ,2-1119,"A, B, C, D"
O15205,Solution NMR,2MBE,8-82,A
O15205,X-ray diffraction,6GF1,10-86,"A, B, C"
O15205,Solution NMR,6GF2,85-165,A
P62256,X-ray diffraction,2Z5D,1-160,"A, B"
P11441,Solution NMR,2DZI,1-74,A
P11441,X-ray diffraction,4WWR,93-139,"B, D, F, H"
P11441,X-ray diffraction,4X86,95-147,A
Q92890,Solution NMR,2YUJ,11-193,A
Q92890,X-ray diffraction,5B6C,225-235,B
Q92890,X-ray diffraction,5C1B,221-241,"U, V"
P54578,X-ray diffraction,2AYN,91-494,"A, B, C"
P54578,X-ray diffraction,2AYO,91-494,B
P54578,Electron Microscopy,5GJQ,1-494,y
P54578,X-ray diffraction,6IIK,96-494,"A, B"
P54578,X-ray diffraction,6IIL,96-494,"A, B"
P54578,X-ray diffraction,6IIM,96-494,"A, B"
P54578,X-ray diffraction,6IIN,101-485,"A, B"
P35916,X-ray diffraction,4BSJ,330-553,A
P35916,X-ray diffraction,4BSK,23-229,A
Q9H7M9,X-ray diffraction,6MVL,32-194,A
Q9H7M9,X-ray diffraction,6OIL,33-194,A
Q9H7M9,X-ray diffraction,6U6V,33-193,A
P23025,Solution NMR,1D4U,98-208,A
P23025,Solution NMR,1XPA,98-219,A
P23025,Solution NMR,2JNW,67-80,B
P23025,X-ray diffraction,6J44,98-239,A
P23025,Electron Microscopy,6RO4,1-273,G
O95619,X-ray diffraction,5VNA,1-148,"A, B, C, D"
O95619,X-ray diffraction,5VNB,1-148,"A, B, C, D"
O95619,X-ray diffraction,5XTZ,15-159,"A, B, C, D"
O95619,X-ray diffraction,5Y8V,21-160,"A, B, C, D"
Q9BYJ9,X-ray diffraction,4RCI,361-559,"A, B, C, D"
Q9BYJ9,X-ray diffraction,4RCJ,365-554,A
P25311,X-ray diffraction,1T7V,21-298,A
P25311,X-ray diffraction,1T7W,21-298,A
P25311,X-ray diffraction,1T7X,21-298,A
P25311,X-ray diffraction,1T7Y,21-298,A
P25311,X-ray diffraction,1T7Z,21-298,A
P25311,X-ray diffraction,1T80,21-298,A
P25311,X-ray diffraction,1ZAG,25-298,"A, B, C, D"
P25311,X-ray diffraction,3ES6,21-298,A
P25311,X-ray diffraction,6R2U,21-298,"A, B, C, D, E, F"
Q8IUH5,X-ray diffraction,3EU9,51-288,"A, B, C"
Q8IUH5,X-ray diffraction,5W7I,50-284,"A, C"
Q8IUH5,X-ray diffraction,5W7J,50-284,"A, C"
P13674,X-ray diffraction,1TJC,161-261,"A, B"
P13674,X-ray diffraction,2V5F,161-263,A
P13674,X-ray diffraction,2YQ8,18-255,"A, B"
P13674,X-ray diffraction,4BT8,18-255,"A, B"
P13674,X-ray diffraction,4BT9,18-255,"A, B"
P13674,X-ray diffraction,4BTA,18-261,"A, B"
P13674,X-ray diffraction,4BTB,18-255,A
Q8IYS5,X-ray diffraction,5CJ8,31-215,A
Q8IYS5,X-ray diffraction,5CJB,31-215,A
Q8IYS5,X-ray diffraction,5EIQ,28-215,A
Q8IYS5,X-ray diffraction,5EIV,26-215,"A, B"
Q9BZF1,Solution NMR,1V88,149-265,A
Q9BZF1,X-ray diffraction,5U77,149-265,A
Q9BZF1,X-ray diffraction,5U78,149-265,"A, B, C, D"
P49023,X-ray diffraction,1OW6,262-274,"D, F"
P49023,X-ray diffraction,1OW7,262-274,"D, E, F"
P49023,X-ray diffraction,1OW8,141-153,"D, F"
P49023,Solution NMR,2K2R,3-12,B
P49023,X-ray diffraction,2O9V,45-54,B
P49023,X-ray diffraction,2VZD,1-20,"C, D"
P49023,X-ray diffraction,2VZG,141-160,A
P49023,X-ray diffraction,2VZI,262-277,A
P49023,X-ray diffraction,3GM1,262-274,"C, D, E, F"
P49023,X-ray diffraction,3RQE,2-15,E
P49023,X-ray diffraction,3RQF,141-153,E
P49023,X-ray diffraction,3RQG,262-274,E
P49023,X-ray diffraction,3U3F,261-277,"E, F, G, H, I, J"
P49023,X-ray diffraction,4EDN,1-20,"K, L, M, N, O, P, Q"
P49023,X-ray diffraction,4XGZ,141-159,"a, c, e, g, h, j, m, o, q, s, u, w"
P49023,X-ray diffraction,4XH2,259-275,"a, c, e, g, h, j"
P49023,X-ray diffraction,5UWH,264-277,D
P49023,X-ray diffraction,6IUI,261-278;279-280,"C, D"
P49023,Solution NMR,6U4M,527-591,A
P49023,Solution NMR,6U4N,527-591,B
P54886,X-ray diffraction,2H5G,362-795,"A, B"
Q08499,Solution NMR,1E9K,250-265;266-280,A
Q08499,X-ray diffraction,1MKD,388-715,"A, B, C, D, E, F, G, H, I, J, K, L"
Q08499,X-ray diffraction,1OYN,381-740,"A, B, C, D"
Q08499,X-ray diffraction,1PTW,381-740,"A, B, C, D"
Q08499,X-ray diffraction,1Q9M,381-740,"A, B, C, D"
Q08499,X-ray diffraction,1TB7,388-715,"A, B"
Q08499,X-ray diffraction,1TBB,388-715,"A, B"
Q08499,X-ray diffraction,1XOM,388-715,"A, B"
Q08499,X-ray diffraction,1XON,388-715,"A, B"
Q08499,X-ray diffraction,1XOQ,388-715,"A, B"
Q08499,X-ray diffraction,1XOR,388-715,"A, B"
Q08499,X-ray diffraction,1Y2B,388-715,"A, B"
Q08499,X-ray diffraction,1Y2C,388-715,"A, B"
Q08499,X-ray diffraction,1Y2D,388-715,"A, B"
Q08499,X-ray diffraction,1Y2E,388-715,"A, B"
Q08499,X-ray diffraction,1Y2K,388-715,"A, B"
Q08499,X-ray diffraction,1ZKN,381-714,"A, B, C, D"
Q08499,X-ray diffraction,2FM0,381-741,"A, B, C, D"
Q08499,X-ray diffraction,2FM5,381-741,"A, B, C, D"
Q08499,X-ray diffraction,2PW3,388-714,"A, B"
Q08499,X-ray diffraction,2QYN,388-715,"A, B"
Q08499,X-ray diffraction,3G4G,299-347;360-714,"A, B, C, D"
Q08499,X-ray diffraction,3G4I,380-753,"A, B, C, D"
Q08499,X-ray diffraction,3G4K,380-753,"A, B, C, D"
Q08499,X-ray diffraction,3G4L,380-753,"A, B, C, D"
Q08499,X-ray diffraction,3G58,380-753,"A, B, C, D"
Q08499,X-ray diffraction,3IAD,380-714;326-339,"A, B, C, D"
Q08499,X-ray diffraction,3IAK,388-715,A
Q08499,X-ray diffraction,3K4S,388-715,A
Q08499,X-ray diffraction,3SL3,381-741,"A, B, C, D"
Q08499,X-ray diffraction,3SL4,381-741,"A, B, C, D"
Q08499,X-ray diffraction,3SL5,381-741,"A, B, C, D"
Q08499,X-ray diffraction,3SL6,381-741,"A, B, C, D"
Q08499,X-ray diffraction,3SL8,381-741,"A, B, C, D"
Q08499,X-ray diffraction,3V9B,381-740,"A, B, C, D"
Q08499,X-ray diffraction,4OGB,381-741,"A, B, C, D"
Q08499,X-ray diffraction,4W1O,381-739,"A, B, C, D"
Q08499,X-ray diffraction,4WCU,381-739,"A, B, C, D"
Q08499,X-ray diffraction,5K1I,388-713,"A, B, C, D, E, F, G, H"
Q08499,X-ray diffraction,5K32,390-713,"A, B"
Q08499,X-ray diffraction,5LBO,381-740,"A, B, C, D"
Q08499,X-ray diffraction,5TKB,380-753,"A, B, C, D"
Q08499,X-ray diffraction,5WH5,388-714,"A, B"
Q08499,X-ray diffraction,5WH6,303-809,"A, B"
Q08499,X-ray diffraction,5WQA,381-714,"A, B"
Q08499,X-ray diffraction,6BOJ,380-718;730-734,"A, B, C, D"
Q08499,X-ray diffraction,6F6U,380-714,"A, B"
Q08499,X-ray diffraction,6F8R,380-714,"A, B"
Q08499,X-ray diffraction,6F8T,380-714,"A, B"
Q08499,X-ray diffraction,6F8U,380-714,"A, B"
Q08499,X-ray diffraction,6F8V,380-714,"A, B"
Q08499,X-ray diffraction,6F8W,380-714,"A, B"
Q08499,X-ray diffraction,6F8X,380-715,"A, B"
Q08499,X-ray diffraction,6FDC,380-714,"A, B"
Q08499,X-ray diffraction,6FDI,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FE7,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FEB,381-740,"A, B"
Q08499,X-ray diffraction,6FET,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FT0,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FTA,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FTW,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6FW3,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6HWO,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6IAG,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6IBF,381-740,"A, B, C, D"
Q08499,X-ray diffraction,6IM6,388-715,"A, B"
Q08499,X-ray diffraction,6IMB,388-715,"A, B"
Q08499,X-ray diffraction,6IMD,388-715,"A, B"
Q08499,X-ray diffraction,6IMI,388-715,"A, B"
Q08499,X-ray diffraction,6IMO,388-715,"A, B"
Q08499,X-ray diffraction,6IMR,388-715,"A, B"
Q08499,X-ray diffraction,6IMT,388-715,"A, B"
Q08499,X-ray diffraction,6IND,388-715,"A, B"
Q08499,X-ray diffraction,6INK,388-715,"A, B"
Q08499,X-ray diffraction,6INM,388-715,"A, B"
Q08499,X-ray diffraction,6NJH,380-718;326-339,"A, B, C, D"
Q08499,X-ray diffraction,6NJI,380-718;326-339,"A, B"
Q08499,X-ray diffraction,6NJJ,380-718;326-339,"A, B, C, D"
Q08499,X-ray diffraction,6RCW,381-740,"A, B, C, D"
Q13946,X-ray diffraction,1ZKL,130-482,A
Q13946,X-ray diffraction,3G3N,139-456,A
Q13946,X-ray diffraction,4PM0,130-482,A
Q13946,X-ray diffraction,4Y2B,130-482,A
Q13153,X-ray diffraction,1F3M,70-149;249-545,"C, D"
Q13153,X-ray diffraction,1YHV,249-545,A
Q13153,X-ray diffraction,1YHW,249-545,A
Q13153,Solution NMR,1ZSG,183-204,B
Q13153,X-ray diffraction,2HY8,249-545,1
Q13153,X-ray diffraction,2QME,74-109,I
Q13153,X-ray diffraction,3DVP,212-221,"C, D"
Q13153,X-ray diffraction,3FXZ,249-545,A
Q13153,X-ray diffraction,3FY0,249-545,A
Q13153,X-ray diffraction,3Q4Z,248-545,"A, B"
Q13153,X-ray diffraction,3Q52,248-545,A
Q13153,X-ray diffraction,3Q53,248-545,A
Q13153,X-ray diffraction,4DAW,249-545,A
Q13153,X-ray diffraction,4EQC,249-545,A
Q13153,X-ray diffraction,4O0R,249-545,"A, B"
Q13153,X-ray diffraction,4O0T,249-545,"A, B"
Q13153,X-ray diffraction,4P90,249-545,"A, B"
Q13153,X-ray diffraction,4ZJI,249-545,"A, B, C, D"
Q13153,X-ray diffraction,4ZJJ,249-545,"A, B, C, D"
Q13153,X-ray diffraction,4ZLO,249-545,"A, B"
Q13153,X-ray diffraction,4ZY4,249-545,"A, B"
Q13153,X-ray diffraction,4ZY5,249-545,"A, B"
Q13153,X-ray diffraction,4ZY6,249-545,"A, B"
Q13153,X-ray diffraction,5DEW,249-545,"A, B"
Q13153,X-ray diffraction,5DEY,249-545,"A, B"
Q13153,X-ray diffraction,5DFP,249-545,A
Q13153,X-ray diffraction,5IME,249-545,"A, B"
Q13153,X-ray diffraction,5KBQ,254-542,"A, B"
Q13153,X-ray diffraction,5KBR,254-542,"A, B"
Q13153,X-ray diffraction,6B16,249-545,"A, B"
Q8NEB9,X-ray diffraction,3IHY,282-879,"A, B, C, D, E"
Q8NEB9,X-ray diffraction,3LS8,268-879,"A, B"
Q8NEB9,X-ray diffraction,4OYS,282-879,A
Q8NEB9,X-ray diffraction,4PH4,293-887,B
Q8NEB9,X-ray diffraction,4UWF,282-879,A
Q8NEB9,X-ray diffraction,4UWG,282-879,A
Q8NEB9,X-ray diffraction,4UWH,282-879,A
Q8NEB9,X-ray diffraction,4UWK,282-879,A
Q8NEB9,X-ray diffraction,4UWL,282-879,A
Q8NEB9,X-ray diffraction,5ANL,282-879,A
Q8NEB9,X-ray diffraction,5ENN,293-887,"A, B"
Q8NEB9,X-ray diffraction,6I3U,268-686;687-879,A
P16112,X-ray diffraction,4MD4,89-103,C
Q96CS7,X-ray diffraction,3AJ4,1-110,"A, B"
Q96CS7,X-ray diffraction,3VIA,1-110,"A, B"
Q9NRG1,X-ray diffraction,2JBH,1-225,"A, B"
P28062,X-ray diffraction,5L5A,79-128;130-210,"K, Y"
P28062,X-ray diffraction,5L5B,79-210,"K, Y"
P28062,X-ray diffraction,5L5D,79-210,"K, Y"
P28062,X-ray diffraction,5L5E,79-210,"K, Y"
P28062,X-ray diffraction,5L5F,79-210,"K, Y"
P28062,X-ray diffraction,5L5H,79-210,"K, Y"
P28062,X-ray diffraction,5L5I,79-210,"K, Y"
P28062,X-ray diffraction,5L5J,79-210,"K, Y"
P28062,X-ray diffraction,5L5O,79-210,"K, Y"
P28062,X-ray diffraction,5L5P,79-210,"K, Y"
P28062,X-ray diffraction,5L5Q,79-210,"K, Y"
P28062,X-ray diffraction,5L5R,79-210,"K, Y"
P28062,X-ray diffraction,5L5S,79-210,"K, Y"
P28062,X-ray diffraction,5L5T,79-210,"K, Y"
P28062,X-ray diffraction,5L5U,79-210,"K, Y"
P28062,X-ray diffraction,5L5V,79-210,"K, Y"
P28062,X-ray diffraction,5LTT,79-128;130-210,"K, Y"
P28062,X-ray diffraction,5M2B,79-210,"K, Y"
P28062,Electron Microscopy,6AVO,73-276,"C, D"
P28062,X-ray diffraction,6E5B,1-276,"K, Y"
Q6P2Q9,X-ray diffraction,3E9L,1760-2016,A
Q6P2Q9,X-ray diffraction,3ENB,1769-1990,"A, B"
Q6P2Q9,Electron Microscopy,3JCR,1-2335,A
Q6P2Q9,X-ray diffraction,3LRU,1831-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JK7,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JK8,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JK9,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKA,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKB,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKC,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKD,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKE,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKF,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4JKG,1769-1990;1769-1990,B
Q6P2Q9,X-ray diffraction,4JKH,1769-1990,"A, B"
Q6P2Q9,X-ray diffraction,4KIT,2064-2335,C
Q6P2Q9,Electron Microscopy,5MQF,1-2335,A
Q6P2Q9,Electron Microscopy,5O9Z,1-2335,A
Q6P2Q9,Electron Microscopy,5XJC,1-2335,G
Q6P2Q9,Electron Microscopy,5YZG,1-2335,G
Q6P2Q9,Electron Microscopy,5Z56,1-2335,G
Q6P2Q9,Electron Microscopy,5Z57,1-2335,G
Q6P2Q9,Electron Microscopy,5Z58,1-2335,G
Q6P2Q9,Electron Microscopy,6AH0,1-2335,G
Q6P2Q9,Electron Microscopy,6AHD,1-2335,G
Q6P2Q9,Electron Microscopy,6FF4,1-2335,A
Q6P2Q9,Electron Microscopy,6FF7,1-2335,Z
Q6P2Q9,Electron Microscopy,6ICZ,1-2335,G
Q6P2Q9,Electron Microscopy,6ID0,1-2335,G
Q6P2Q9,Electron Microscopy,6ID1,1-2335,G
Q6P2Q9,Electron Microscopy,6QDV,1-2335,A
Q6P2Q9,Electron Microscopy,6QW6,25-2335,5A
Q6P2Q9,Electron Microscopy,6QX9,25-2335,5A
