From	Entry	Gene Ontology (molecular function)
Q03631	Q03631	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q03640	Q03640	calcium-dependent phospholipid binding [GO:0005544]; lipid binding [GO:0008289]; metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]
Q03648	Q03648	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
Q03649	Q03649	acetylesterase activity [GO:0008126]; acyltransferase activity [GO:0016746]; monoacylglycerol lipase activity [GO:0047372]; triacylglycerol lipase activity [GO:0004806]
Q03652	Q03652	
Q03653	Q03653	
Q03654	Q03654	DNA binding [GO:0003677]
Q03655	Q03655	1,3-beta-glucanosyltransferase activity [GO:0042124]
Q03656	Q03656	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03660	Q03660	
Q03661	Q03661	
Q03667	Q03667	
Q03673	Q03673	
Q03674	Q03674	lysophospholipase activity [GO:0004622]; phospholipase A2 activity [GO:0004623]
Q03675	Q03675	
Q03677	Q03677	acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]
Q03687	Q03687	
Q03690	Q03690	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
Q03691	Q03691	unfolded protein binding [GO:0051082]
Q03694	Q03694	protein-macromolecule adaptor activity [GO:0030674]
Q03695	Q03695	
Q03697	Q03697	antiporter activity [GO:0015297]; nucleotide-sugar transmembrane transporter activity [GO:0005338]
Q03702	Q03702	crossed form four-way junction DNA binding [GO:0000402]; DNA endonuclease activity [GO:0004520]; flap-structured DNA binding [GO:0070336]; metal ion binding [GO:0046872]; Y-form DNA binding [GO:0000403]
Q03703	Q03703	
Q03705	Q03705	tRNA binding [GO:0000049]
Q03707	Q03707	chromatin binding [GO:0003682]
Q03713	Q03713	
Q03714	Q03714	identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]
Q03718	Q03718	ATPase inhibitor activity [GO:0042030]
Q03722	Q03722	
Q03723	Q03723	protein-disulfide reductase activity [GO:0015035]
Q03730	Q03730	
Q03735	Q03735	mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]
Q03750	Q03750	
Q03758	Q03758	ubiquitin-ubiquitin ligase activity [GO:0034450]
Q03759	Q03759	
Q03760	Q03760	zinc ion binding [GO:0008270]
Q03761	Q03761	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; protein heterodimerization activity [GO:0046982]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; TBP-class protein binding [GO:0017025]
Q03764	Q03764	ATP binding [GO:0005524]; choline kinase activity [GO:0004103]; ethanolamine kinase activity [GO:0004305]
Q03768	Q03768	protein kinase inhibitor activity [GO:0004860]
Q03769	Q03769	clathrin binding [GO:0030276]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phospholipid binding [GO:0005543]
Q03770	Q03770	amino acid transmembrane transporter activity [GO:0015171]
Q03771	Q03771	mitochondrion targeting sequence binding [GO:0030943]; protein transporter activity [GO:0140318]; unfolded protein binding [GO:0051082]
Q03772	Q03772	RNA binding [GO:0003723]
Q03774	Q03774	enzyme activator activity [GO:0008047]
Q03776	Q03776	RNA binding [GO:0003723]
Q03778	Q03778	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; riboflavin kinase activity [GO:0008531]
Q03780	Q03780	
Q03782	Q03782	mRNA binding [GO:0003729]
Q03784	Q03784	
Q03785	Q03785	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
Q03786	Q03786	ATP binding [GO:0005524]; gluconokinase activity [GO:0046316]
Q03787	Q03787	
Q03790	Q03790	identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; single-stranded DNA binding [GO:0003697]; structural constituent of nuclear pore [GO:0017056]
Q03792	Q03792	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cysteine-type endopeptidase activity [GO:0004197]
Q03795	Q03795	transmembrane transporter activity [GO:0022857]
Q03796	Q03796	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; double-stranded DNA binding [GO:0003690]; polynucleotide 3'-phosphatase activity [GO:0046403]
Q03798	Q03798	
Q03799	Q03799	structural constituent of ribosome [GO:0003735]
Q03818	Q03818	identical protein binding [GO:0042802]; protein-macromolecule adaptor activity [GO:0030674]
Q03823	Q03823	
Q03824	Q03824	protein-membrane adaptor activity [GO:0043495]
Q03825	Q03825	
Q03829	Q03829	magnesium ion transmembrane transporter activity [GO:0015095]
Q03833	Q03833	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone H3K36 demethylase activity [GO:0051864]; histone H3K9 demethylase activity [GO:0032454]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
Q03834	Q03834	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; four-way junction DNA binding [GO:0000400]; mismatched DNA binding [GO:0030983]; nucleic acid binding [GO:0003676]
Q03835	Q03835	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]
Q03855	Q03855	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q03856	Q03856	RNA binding [GO:0003723]
Q03860	Q03860	identical protein binding [GO:0042802]
Q03862	Q03862	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]
Q03864	Q03864	
Q03868	Q03868	protein-membrane adaptor activity [GO:0043495]
Q03879	Q03879	
Q03880	Q03880	
Q03897	Q03897	signaling adaptor activity [GO:0035591]
Q03898	Q03898	microtubule binding [GO:0008017]; structural constituent of cytoskeleton [GO:0005200]
Q03899	Q03899	ubiquitin protein ligase binding [GO:0031625]
Q03900	Q03900	
Q03919	Q03919	protein tag activity [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
Q03920	Q03920	nucleic acid binding [GO:0003676]; protein methyltransferase activity [GO:0008276]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
Q03921	Q03921	identical protein binding [GO:0042802]
Q03935	Q03935	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity [GO:0001010]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]
Q03937	Q03937	enzyme inhibitor activity [GO:0004857]
Q03940	Q03940	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518]
Q03941	Q03941	ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]
Q03942	Q03942	histone H3K36 methyltransferase activity [GO:0046975]; histone H3K4 methyltransferase activity [GO:0042800]; protein-lysine N-methyltransferase activity [GO:0016279]; transcription coactivator activity [GO:0003713]
Q03944	Q03944	
Q03954	Q03954	
Q03956	Q03956	
Q03957	Q03957	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; RNA polymerase II CTD heptapeptide repeat S2 kinase activity [GO:0140834]; RNA polymerase II CTD heptapeptide repeat S5 kinase activity [GO:0140836]; RNA polymerase II CTD heptapeptide repeat S7 kinase activity [GO:0140837]; RNA polymerase II CTD heptapeptide repeat T4 kinase activity [GO:0140835]; RNA polymerase II CTD heptapeptide repeat Y1 kinase activity [GO:0140833]
Q03964	Q03964	RNA binding [GO:0003723]
Q03973	Q03973	DNA binding, bending [GO:0008301]; double-stranded DNA binding [GO:0003690]; four-way junction DNA binding [GO:0000400]
Q03976	Q03976	structural constituent of ribosome [GO:0003735]
Q03981	Q03981	
Q03983	Q03983	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q04002	Q04002	chromatin binding [GO:0003682]; cohesin loader activity [GO:0061775]; sequence-specific DNA binding [GO:0043565]
Q04003	Q04003	acetyltransferase activity [GO:0016407]; histone acetyltransferase activity [GO:0004402]
Q04004	Q04004	G-protein beta/gamma-subunit complex binding [GO:0031683]
Q04005	Q04005	
Q04006	Q04006	phosphatidic acid transfer activity [GO:1990050]
Q04007	Q04007	
Q04013	Q04013	DNA binding [GO:0003677]
Q04018	Q04018	
Q04031	Q04031	5'-3' RNA exonuclease activity [GO:0004534]; preribosome binding [GO:1990275]; rRNA binding [GO:0019843]
Q04033	Q04033	aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]
Q04048	Q04048	
Q04049	Q04049	damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; zinc ion binding [GO:0008270]
Q04052	Q04052	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q04053	Q04053	phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-3-phosphate binding [GO:0032266]
Q04062	Q04062	structural molecule activity [GO:0005198]
Q04066	Q04066	arylformamidase activity [GO:0004061]
Q04067	Q04067	RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
Q04080	Q04080	
Q04081	Q04081	protein C-terminal leucine carboxyl O-methyltransferase activity [GO:0018423]
Q04082	Q04082	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
Q04083	Q04083	
Q04087	Q04087	
Q04089	Q04089	DNA binding [GO:0003677]; histone binding [GO:0042393]; histone H3K79 methyltransferase activity [GO:0031151]; histone H3K79 trimethyltransferase activity [GO:0140956]
Q04093	Q04093	monoacylglycerol lipase activity [GO:0047372]
Q04110	Q04110	
Q04116	Q04116	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
Q04119	Q04119	endopolyphosphatase activity [GO:0000298]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]
Q04120	Q04120	peroxiredoxin activity [GO:0051920]; thioredoxin peroxidase activity [GO:0008379]
Q04121	Q04121	potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]
Q04149	Q04149	3'-flap endonuclease activity [GO:0048257]; crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; enzyme inhibitor activity [GO:0004857]; metal ion binding [GO:0046872]
Q04162	Q04162	myo-inositol:proton symporter activity [GO:0005366]; transmembrane transporter activity [GO:0022857]
Q04170	Q04170	
Q04172	Q04172	
Q04174	Q04174	alpha-1,2-mannosyltransferase activity [GO:0000026]
Q04175	Q04175	nuclear import signal receptor activity [GO:0061608]; small GTPase binding [GO:0031267]
Q04177	Q04177	
Q04178	Q04178	guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]
Q04179	Q04179	nicotinamide riboside hydrolase activity [GO:0070635]; nicotinic acid riboside hydrolase activity [GO:0070636]; purine nucleosidase activity [GO:0008477]; ribosylpyrimidine nucleosidase activity [GO:0050263]; uridine nucleosidase activity [GO:0045437]
Q04182	Q04182	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]
Q04183	Q04183	
Q04195	Q04195	double-stranded DNA binding [GO:0003690]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]
Q04199	Q04199	
Q04201	Q04201	ubiquitin binding [GO:0043130]
Q04210	Q04210	
Q04212	Q04212	D-arabinose 1-dehydrogenase (NAD+) activity [GO:0047816]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]
Q04213	Q04213	
Q04214	Q04214	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; telomerase activity [GO:0003720]; zinc ion binding [GO:0008270]
Q04215	Q04215	RNA binding [GO:0003723]
Q04216	Q04216	
Q04217	Q04217	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
Q04223	Q04223	phosphatase activity [GO:0016791]
Q04225	Q04225	unfolded protein binding [GO:0051082]
Q04226	Q04226	chromatin binding [GO:0003682]; protein heterodimerization activity [GO:0046982]
Q04228	Q04228	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin binding [GO:0043130]
Q04231	Q04231	
Q04233	Q04233	
Q04235	Q04235	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity [GO:0102522]; tRNA methyltransferase activity [GO:0008175]
Q04264	Q04264	structural molecule activity [GO:0005198]
Q04272	Q04272	
Q04276	Q04276	
Q04279	Q04279	
Q04299	Q04299	hydrolase activity [GO:0016787]
Q04301	Q04301	basic amino acid transmembrane transporter activity [GO:0015174]
Q04304	Q04304	
Q04305	Q04305	U3 snoRNA binding [GO:0034511]
Q04307	Q04307	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q04311	Q04311	aminoacyl-tRNA hydrolase activity [GO:0004045]; catalytic activity, acting on a tRNA [GO:0140101]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]
Q04322	Q04322	GTPase activator activity [GO:0005096]
