YSN	 UniProtID	 Name	 Gene Names
YKL061W	P35727	Biogenesis of lysosome-related organelles complex 1 subunit BLI1 (BLOC-1 subunit BLI1) (BLOC-1 interactor 1)	BLI1, YKL061W, YKL321
YPR185W	Q06628	Autophagy-related protein 13	ATG13, APG13, YPR185W
YMR026C	Q04370	Peroxisome assembly protein 12 (Peroxin-12)	PEX12, YMR026C, YM9711.16C
YPR006C	Q12031	Mitochondrial 2-methylisocitrate lyase ICL2 (Methylisocitrate lyase) (EC 4.1.3.30)	ICL2, YPR006C, LPZ6C, YP9723.06C
YHR080C	P38800	Membrane-anchored lipid-binding protein LAM4 (Lipid transfer at contact site protein 3) (Lipid transfer protein anchored at membrane contact sites 1)	LAM4, LTC3, YHR080C
YDR254W	P38907	Inner kinetochore subunit CHL4 (CENP-N homolog) (Chromosome loss protein 4) (Chromosome transmission fidelity protein 17) (Constitutive centromere-associated network protein CHL4) (Minichromosome maintenance protein 17)	CHL4, CTF17, MCM17, YDR254W, YD9320A.04
YER166W	P32660	Phospholipid-transporting ATPase DNF1 (EC 7.6.2.1) (Flippase DNF1)	DNF1, YER166W, SYGP-ORF7
YKR007W	Q02205	Protein MEH1 (EGO complex subunit 1) (GSE complex subunit 2)	MEH1, EGO1, GSE2, YKR007W, YK106
YDR404C	P34087	DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (B16)	RPB7, YDR404C, D9509.22
YOL101C	Q99393	ADIPOR-like receptor IZH4 (Implicated in zinc homeostasis protein 4)	IZH4, YOL101C
YJR073C	P05375	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.17) (EC 2.1.1.71) (Overproducer of inositol protein 3) (Phospholipid methyltransferase) (PLMT)	OPI3, PEM2, YJR073C, J1824
YKR031C	P36126	Phospholipase D1 (PLD 1) (EC 3.1.4.4) (Choline phosphatase 1) (Meiosis-specific sporulation-specific protein 14) (Phosphatidylcholine-hydrolyzing phospholipase D1)	SPO14, PLD1, YKR031C
YOR165W	Q99287	Protein SEY1 (EC 3.6.5.-) (Synthetic enhancer of YOP1 protein)	SEY1, YOR165W, O3590
YPR186C	P39933	Transcription factor IIIA (TFIIIA) (Putative zinc finger protein 1)	PZF1, TFC2, TFIIIA, YPR186C, P9677.9
YNL313C	P42842	Essential for maintenance of the cell wall protein 1	EMW1, YNL313C, N0364
YIL140W	P38928	Axial budding pattern protein 2 (Bud site selection protein 10) (Suppressor of RHO3 protein 4)	AXL2, BUD10, SRO4, YIL140W
YLR459W	P41733	GPI transamidase component GAB1 (Cell division control protein 91)	GAB1, CDC91, YLR459W, L9122.2
YGR123C	P53043	Serine/threonine-protein phosphatase T (PPT) (EC 3.1.3.16)	PPT1, YGR123C, G6347
YGR059W	P41901	Sporulation-regulated protein 3	SPR3, YGR059W
YGR134W	P53280	Protein CAF130 (130 kDa CCR4-associated factor)	CAF130, YGR134W
YPR107C	Q06102	mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1)	YTH1, YPR107C
YOR311C	Q12382	CTP-dependent diacylglycerol kinase 1 (EC 2.7.1.174) (Diglyceride kinase 1) (DAG kinase 1) (High-copy suppressor of SLY1 defect protein 1)	DGK1, HSD1, YOR311C, O6111
YDR183W	Q04004	Phosducin-like protein 1	PLP1, YDR183W, YD9395.17
YOL098C	Q12496	Uncharacterized protein YOL098C	YOL098C, HRF1037
YLR163C	P10507	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (Mitochondrial assembly protein 1) (Processing enhancing protein) (PEP)	MAS1, MIF1, YLR163C, L9632.10
YOL060C	Q12296	Protein MAM3	MAM3, YOL060C
YLR337C	P37370	Verprolin	VRP1, END5, MDP2, YLR337C, L8300.13
YGL027C	P53008	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I)	CWH41, GLS1, YGL027C
YDR423C	P24813	AP-1-like transcription factor YAP2 (Cadmium resistance protein 1) (Transcription factor CAD1)	CAD1, YAP2, YDR423C, D9461.12
YNR057C	P53630	Dethiobiotin synthetase (DTB synthetase) (EC 6.3.3.3) (Dethiobiotin synthase) (DTBS)	BIO4, YNR057C, N3506
YJL187C	P32944	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	SWE1, YJL187C, J0406
YOR194C	P32773	Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)	TOA1, YOR194C
YDR175C	Q03976	Small ribosomal subunit protein mS35 (37S ribosomal protein S24, mitochondrial) (Mitochondrial ribosomal small subunit protein 24)	RSM24, YDR175C
YER155C	P39960	GTPase-activating protein BEM2/IPL2 (Bud emergence protein 2)	BEM2, IPL2, SUP9, YER155C
YDR443C	P38931	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2)	SSN2, MED13, NUT8, RYE3, SCA1, SRB9, UME2, YDR443C
YJL133W	P10566	Mitochondrial RNA-splicing protein MRS3	MRS3, YJL133W, J0675
YDL154W	Q12175	MutS protein homolog 5	MSH5, YDL154W, D1542
YLR460C	P54007	Uncharacterized protein YLR460C	YLR460C, L9122.7
YBR276C	P38148	Dual specificity protein phosphatase PPS1 (EC 3.1.3.16) (EC 3.1.3.48)	PPS1, YBR276C, YBR2013
YCR027C	P25378	Rheb-like protein RHB1 (GTP-binding protein RSG1)	RHB1, RSG1, YCR027C, YCR27C
YML009C	P36533	Large ribosomal subunit protein bL33m (54S ribosomal protein L39, mitochondrial) (YmL39)	MRPL39, YML009C, YM9571.09C
YMR293C	Q03557	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (HMG2-induced ER-remodeling protein 2) (Loss of respiratory capacity protein 6)	HER2, GEP6, LRC6, YMR293C
YGL139W	P53121	Putative flavin carrier protein 3 (FAD transporter 3) (TRP-like ion channel FLC3)	FLC3, YGL139W, G2812
YPL215W	P21560	Protein CBP3, mitochondrial	CBP3, YPL215W, P1775
YGR175C	P32476	Squalene epoxidase ERG1 (SE) (EC 1.14.14.17) (Ergosterol biosynthetic protein 1) (Squalene monooxygenase ERG1)	ERG1, YGR175C
YJL123C	P47018	Maintenance of telomere capping protein 1	MTC1, YJL123C, J0718
YKL107W	P34251	Uncharacterized oxidoreductase YKL107W (EC 1.-.-.-)	YKL107W, YKL462
YPR133C	Q06505	Transcription factor SPN1 (Interacts with SPT6 protein 1) (Suppresses postrecruitment functions protein 1)	SPN1, IWS1, YPR133C
YER004W	P40008	Protein FMP52, mitochondrial (Found in mitochondrial proteome protein 52)	FMP52, YER004W
YOL049W	Q08220	Glutathione synthetase GSH2 (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	GSH2, YOL049W
YFL004W	P43585	Vacuolar transporter chaperone complex subunit 2 (Phosphate metabolism protein 1) (SPX-dependent polyphosphate polymerase VTC subunit 2) (Vacuolar membrane polyphosphate polymerase accessory subunit 2) (PolyP polymerase)	VTC2, PHM1, YFL004W
YNR006W	P40343	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	VPS27, DID7, GRD11, SSV17, VPL23, VPT27, YNR006W, N2038
YDL070W	Q07442	Bromodomain-containing factor 2	BDF2, YDL070W
YDL132W	Q12018	Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53)	CDC53, YDL132W, D2190
YKL049C	P36012	Histone H3-like centromeric protein CSE4 (CENP-A homolog) (CENPA homolog) (Chromosome segregation protein 4)	CSE4, CSL2, YKL049C, YKL262
YJL192C	P39543	Protein SOP4 (Suppressor of PMA1-7 protein 4)	SOP4, YJL192C, J0351
YGL145W	P33891	Protein transport protein TIP20	TIP20, TIP1, YGL145W
YJL004C	P41544	Protein SYS1	SYS1, YJL004C, J1402, YJR83.17
YGR184C	P19812	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-end-recognizing protein) (N-recognin-1)	UBR1, PTR1, YGR184C, G7168
YJL035C	P47058	tRNA-specific adenosine deaminase subunit TAD2 (EC 3.5.4.33) (tRNA-specific adenosine-34 deaminase subunit TAD2)	TAD2, YJL035C, J1246
YMR083W	P07246	Alcohol dehydrogenase 3, mitochondrial (EC 1.1.1.1) (Alcohol dehydrogenase III) (ADHIII) (YADH-3)	ADH3, YMR083W, YM9582.08
YCR004C	P25349	Flavoprotein-like protein YCP4	YCP4, YCR004C, YCR042, YCR4C
YPL246C	Q12270	Rhomboid-type serine protease 2 (EC 3.4.21.105) (Rhomboid protein 2)	RBD2, YPL246C
YOR093C	Q12275	Uncharacterized protein YOR093C	YOR093C, YOR3170c
YMR077C	Q04272	Vacuolar protein sorting-associated protein 20 (Amino acid sensor-independent protein 10) (Charged multivesicular body protein 6) (ESCRT-III complex subunit VPS20) (Vacuolar protein-targeting protein 20)	VPS20, ASI10, CHM6, VPT20, YMR077C, YM9582.02C
YER126C	P40078	Ribosome biogenesis protein NSA2 (NOP7-associated protein 2)	NSA2, YER126C, SYGP-ORF47
YEL064C	P39981	Vacuolar amino acid transporter 2	AVT2, YEL064C
YHL010C	P38748	RING finger protein ETP1 (BRAP2 homolog) (Ethanol tolerance protein 1)	ETP1, YHL010C
YDR349C	Q06325	Aspartic proteinase yapsin-7 (EC 3.4.23.-)	YPS7, YDR349C
YBR050C	P38232	Protein REG2	REG2, YBR050C, YBR0504
YLR224W	Q05947	F-box protein UCC1 (Ubiquitination of citrate synthase in the glyoxylate cycle protein 1)	UCC1, YLR224W
YHR067W	P38790	Hydroxyacyl-thioester dehydratase type 2, mitochondrial (EC 4.2.1.-) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)	HTD2, RMD12, YHR067W
YBL064C	P34227	Peroxiredoxin PRX1, mitochondrial (Prx) (EC 1.11.1.25) (EC 1.11.1.27) (1-Cys PRX) (Glutaredoxin-dependent peroxiredoxin) (Glutathione-dependent peroxiredoxin) (Mitochondrial thiol peroxidase) (mTPx) (Thioredoxin peroxidase)	PRX1, YBL064C, YBL0503, YBL0524
YDR099W	P34730	Protein BMH2	BMH2, YDR099W, YD8557.08
YLR058C	P37291	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHM2, SHMT2, YLR058C, L2156
YNR004W	P40342	Nucleolar protein SWM2 (Synthetic With MUD2-delta protein 2)	SWM2, YNR004W, N2033
YNL258C	P53847	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	DSL1, YNL258C, N0842
YER013W	P24384	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22 (EC 3.6.4.13)	PRP22, YER013W
YKL026C	P36014	Glutathione peroxidase-like peroxiredoxin 1 (EC 1.11.1.24) (EC 1.11.1.9) (Glutathione peroxidase homolog 1) (GPx 1)	GPX1, YKL026C
YLR429W	Q06440	Coronin-like protein	CRN1, YLR429W, L9576.2
YDR124W	Q04608	Uncharacterized protein YDR124W	YDR124W
YKL182W	P07149	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1, YKL182W
YOR058C	P50275	Anaphase spindle elongation protein	ASE1, YOR058C, YOR29-09
YBR282W	P36526	Large ribosomal subunit protein mL41 (54S ribosomal protein L27, mitochondrial) (YmL27)	MRPL27, YBR282W, YBR2019
YMR025W	Q04368	Cop9 signalosome-interactor 1	CSI1, YMR025W, YM9711.15
YPL178W	Q08920	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	CBC2, CBP20, MUD13, SAE1, YPL178W
YCL005W-A	Q3E7B6	V-type proton ATPase subunit e (V-ATPase subunit e) (Low dye-binding protein 10) (Vacuolar proton pump subunit e)	VMA9, CWH36, LDB10, YCL005W-A
YHR073W	P38713	Oxysterol-binding protein homolog 3 (Oxysterol-binding protein-related protein 3) (ORP 3) (OSBP-related protein 3)	OSH3, YHR073W
YER026C	P08456	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	CHO1, PSS, PSS1, YER026C
YDR296W	Q06630	Large ribosomal subunit protein mL67 (Cross-linked transcription component 1) (Mitochondrial homologous recombination protein 1)	MHR1, XTC1, YDR296W
YPR170W-B	P0C5R9	V-type proton ATPase subunit f (V-ATPase subunit f)	YPR170W-B
YIL158W	P40451	Altered inheritance of mitochondria protein 20	AIM20, YIL158W
YLR289W	P46943	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	GUF1, YLR289W, L8003.7
YDR318W	Q06675	Inner kinetochore subunit MCM21 (CENP-O homolog) (Chromosome transmission fidelity protein 5) (Constitutive centromere-associated network protein MCM21) (Minichromosome maintenance protein 21)	MCM21, CTF5, YDR318W
YLR461W	P53427	Seripauperin-4	PAU4, YLR461W, L9122.1
YOL002C	Q12442	ADIPOR-like receptor IZH2 (Phosphate metabolism protein 36)	IZH2, PHO36, YOL002C, UND327
YGL207W	P32558	FACT complex subunit SPT16 (Cell division control protein 68) (Facilitates chromatin transcription complex subunit SPT16) (Suppressor of Ty protein 16)	SPT16, CDC68, SSF1, YGL207W
YLR388W	P41057	Small ribosomal subunit protein uS14A (40S ribosomal protein S29-A) (S36) (YS29)	RPS29A, RPS36A, YS29A, YLR388W, L8084.11
YPR023C	Q12432	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3, YPR023C, YP9367.03C
YGR105W	P41806	Vacuolar ATPase assembly integral membrane protein VMA21	VMA21, YGR105W
YAL016W	P31383	Protein phosphatase PP2A regulatory subunit A (PR65)	TPD3, YAL016W, FUN32
YNL083W	D6W196	Truncated non-functional calcium-binding mitochondrial carrier SAL1-1 (Suppressor of AAC2 lethality)	SAL1, YNL083W, N2312
YKL018C-A	Q3E7A7	Uncharacterized protein YKL018C-A	YKL018C-A
YAL019W	P31380	ATP-dependent helicase FUN30 (EC 3.6.4.12)	FUN30, YAL019W, YAL001
YLR380W	Q06705	Phosphatidylinositol transfer protein CSR1 (CHS5 SPA2 rescue protein 1) (SEC14 homolog protein 2)	CSR1, SFH2, YLR380W
YMR313C	P40308	Triacylglycerol lipase 3 (EC 3.1.1.3) (Lipase 3)	TGL3, YMR313C, YM9924.05C
YFR011C	P43594	MICOS complex subunit MIC19 (Altered inheritance of mitochondria protein 13, mitochondrial) (Mitochondrial contact site complex 19 kDa subunit)	MIC19, AIM13, MCS19, YFR011C
YGR030C	P53218	Ribonucleases P/MRP protein subunit POP6 (EC 3.1.26.5) (RNA-processing protein POP6) (RNases P/MRP 18.2 kDa subunit)	POP6, YGR030C
YNL038W	P53961	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI15 (GPI-GlcNAc transferase complex subunit GPI5) (GPI-GnT subunit GPI5) (EC 2.4.1.198) (PIGH homolog)	GPI15, YNL038W, N2687
YNL029C	P53966	Probable mannosyltransferase KTR5 (EC 2.4.1.-)	KTR5, YNL029C, N2755
YHR027C	P38764	26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1)	RPN1, HRD2, NAS1, RPD1, YHR027C
YCR008W	P25333	Serine/threonine-protein kinase HAL4/SAT4 (EC 2.7.11.1) (Halotolerance protein 4)	SAT4, HAL4, YCR008W, YCR046, YCR101, YCR8W
YOL044W	Q08215	Peroxisomal membrane protein PEX15 (Peroxin-15) (Peroxisome biosynthesis protein PAS21)	PEX15, PAS21, YOL044W
YML036W	Q03705	EKC/KEOPS complex subunit CGI121 (CGI-121 homolog)	CGI121, YML036W
YNL047C	P53955	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM2 (Synthetic lethal with MSS4 protein 2) (TORC2 effector protein SLM2)	SLM2, LIT1, YNL047C, N2515, YNL2515P
YHR051W	P00427	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	COX6, YHR051W
YER002W	P40007	Nucleolar protein 16	NOP16, YER002W
YDR037W	P15180	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	KRS1, GCD5, YDR037W, YD9673.09
YPR035W	P32288	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)	GLN1, YPR035W, YP3085.01, YP9367.15
YJL100W	P42951	Phosphatidylinositol 4-kinase LSB6 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67) (LAS seventeen-binding protein 6) (LAS17-binding protein 6)	LSB6, YJL100W, J0834
YER072W	P40046	Vacuolar transporter chaperone complex subunit 1 (Negative regulator of CDC42 protein 1) (Phosphate metabolism protein 4) (SPX-dependent polyphosphate polymerase VTC subunit 1) (Vacuolar membrane polyphosphate polymerase accessory subunit 1) (PolyP polymerase)	VTC1, NRF1, PHM4, YER072W
YNR012W	P27515	Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)	URK1, YNR012W, N2050
YLL052C	P0CD90	Aquaporin-like protein 2 (Truncated aquaporin-2)	AQY2, AQY2-2, YLL052C, L0590
YLR018C	Q12445	Nucleoporin POM34 (Nuclear pore protein POM34) (Pore membrane protein POM34)	POM34, YLR018C
YIL108W	P40483	Putative zinc metalloproteinase YIL108W (EC 3.4.24.-)	YIL108W
YNR051C	P53741	UBP3-associated protein BRE5 (Brefeldin-A sensitivity protein 5)	BRE5, YNR051C, N3465
YER093C-A	P87275	Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8)	AIM11, GEP8, YER093C-A
YBR127C	P16140	V-type proton ATPase subunit B (V-ATPase subunit B) (V-ATPase 57 kDa subunit) (Vacuolar proton pump subunit B)	VMA2, VAT2, YBR127C, YBR1002
YDL240W	P35688	Rho-GTPase-activating protein LRG1 (LIM-RhoGAP protein 1)	LRG1, YDL240W
YDR009W	P13045	Protein GAL3	GAL3, YDR009W, YD8119.14
YBR014C	P38068	Monothiol glutaredoxin-7	GRX7, GRX6, YBR014C, YBR0219
YOL131W	Q08270	Uncharacterized protein YOL131W	YOL131W
YDR333C	Q05468	Ribosome quality control complex subunit 1	RQC1, YDR333C
YGL226C-A	Q92316	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5 (Oligosaccharyl transferase subunit OST5) (Oligosaccharyl transferase 9.5 kDa subunit) (Oligosaccharyl transferase subunit zeta)	OST5, YGL226C-A, YGL226BC
YDR126W	Q04629	Palmitoyltransferase SWF1 (EC 2.3.1.225) (Spore wall formation protein 1)	SWF1, PSL10, YDR126W, YD9302.01, YD9727.21
YDR325W	Q06680	Condensin complex subunit 3 (CAPG homolog)	YCG1, YCS5, YDR325W
YDL018C	Q12403	Protein ERP3	ERP3, YDL018C, D2850
YDR032C	Q12335	Protoplast secreted protein 2	PST2, YDR032C, D3422, YD9673.02C
YDR035W	P14843	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	ARO3, YDR035W, YD9673.07
YBL072C	P0CX39	Small ribosomal subunit protein eS8A (40S ribosomal protein S8-A) (RP19) (S14) (YS9)	RPS8A, RPS14A, YBL072C, YBL06.05, YBL0613
YLL013C	Q07807	mRNA-binding protein PUF3 (Pumilio homology domain family member 3)	PUF3, YLL013C, L1325
YOR279C	Q12192	Repression factor of MSEs protein 1	RFM1, YOR279C
YLR167W	P05759	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31) (CEP76) (S37) (YS24)]	RPS31, RPS37, UBI3, YLR167W, L9470.14
YJL140W	P20433	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (B32) (DNA-directed RNA polymerase II 32 kDa polypeptide)	RPB4, YJL140W, J0654
YGR292W	P53341	Alpha-glucosidase MAL12 (EC 3.2.1.20) (Maltase)	MAL12, MAL1S, YGR292W
YDL150W	P25441	DNA-directed RNA polymerase III subunit RPC4 (RNA polymerase III subunit C4) (C53) (DNA-directed RNA polymerase III 47 kDa polypeptide)	RPC53, RPC4, YDL150W, D1557
YNL236W	P32259	Mediator of RNA polymerase II transcription subunit 16 (Global transcriptional regulator SIN4) (Mediator complex subunit 16) (SNF1 suppressor protein 4) (SWI4 suppressor protein 5) (Transcriptional silencing factor 3) (YGP1 expression regulatory protein 1)	SIN4, BEL2, GAL22, MED16, RYE1, SDI3, SSF5, SSN4, TSF3, YNL236W, N1135
YBR273C	P38349	UBX domain-containing protein 7	UBX7, YBR273C, YBR1741
YGR146C	P48235	Extender of the chronological lifespan protein 1	ECL1, YGR146C, G6626
YBL059C-A	Q3E7A4	COX assembly mitochondrial protein 2 (Cx9C motif-containing protein 2) (Mitochondrial metallochaperone-like protein CMC2)	CMC2, YBL059C-A
YNR055C	P53389	Protein HOL1	HOL1, YNR055C, N3494
YBR260C	P38339	RHO GTPase-activating protein RGD1 (RhoGAP) (Related GAP domain protein 1)	RGD1, YBR260C, YBR1728
YHR053C	P0CX80	Copper metallothionein 1-1 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	CUP1-1, MTH1, YHR053C
YAL021C	P31384	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	CCR4, YAL021C, FUN27
YHR187W	P38874	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	IKI1, ELP5, HAP2, TOT5, YHR187W
YKR090W	P36166	Paxillin-like protein 1	PXL1, YKR090W
YGR270W	P40340	ATPase histone chaperone YTA7 (EC 3.6.1.-) (ATPase family AAA domain-containing protein YTA7) (AAA-ATPase) (Tat-binding homolog 7)	YTA7, YGR270W
YIL041W	P40531	Protein GVP36 (36 kDa Golgi vesicle protein)	GVP36, YIL041W
YDR264C	P39010	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1, YDR264C, D9954.9, YD9230B.03C
YJL084C	P47029	Arrestin-related trafficking adapter 3 (Arrestin-like protein 2)	ALY2, ART3, YJL084C, J0934
YLR211C	Q05789	Autophagy-related protein 38	ATG38, YLR211C, L8167.20
YDR421W	Q04052	Transcriptional activator ARO80	ARO80, YDR421W, D9461.10
YHL029C	P38738	Oxidant-induced cell-cycle arrest protein 5	OCA5, YHL029C
YDR128W	Q03897	Maintenance of telomere capping protein 5 (SEH-associated protein 3)	MTC5, SEA3, YDR128W
YBR146W	P38120	Small ribosomal subunit protein uS9m (37S ribosomal protein S9, mitochondrial)	MRPS9, YBR146W, YBR1123
YPR004C	Q12480	Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF) (Altered inheritance rate of mitochondria protein 45)	AIM45, YPR004C, LPZ4C, YP9723.04C
YNL283C	P53832	Cell wall integrity and stress response component 2	WSC2, YNL283C, N0583
YLR116W	Q12186	Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP)	MSL5, BBP, SF1, YLR116W, L2949
YLR319C	P41697	Bud site selection protein 6 (Actin-interacting protein 3)	BUD6, AIP3, YLR319C, L8543.5
YHR022C	P38763	Uncharacterized protein YHR022C	YHR022C
YER005W	P40009	Golgi apyrase (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (Golgi nucleoside diphosphatase) (Yeast nucleoside diphosphatase 1)	YND1, YER005W
YKR085C	P22354	Large ribosomal subunit protein mL58 (54S ribosomal protein L20, mitochondrial) (YmL20)	MRPL20, YKR085C, YKR405
YAL027W	P39735	Single-strand annealing weakened protein 1	SAW1, YAL027W
