Q96R72	gene_name:OR4K3
Q8TDG2	gene_name:ACTRT1
Q02952	gene_name:AKAP12
P52895	gene_name:AKR1C2
Q3MIX3	gene_name:ADCK5
Q9NWT8	gene_name:AURKAIP1
Q68CK6	gene_name:ACSM2B
Q9P2G1	gene_name:ANKIB1
Q6UXT8	gene_name:ALKAL1
P31749	gene_name:AKT1
P25100	gene_name:ADRA1D
Q86W34	gene_name:AMZ2
O00189	gene_name:AP4M1
Q9BWW9	gene_name:APOL5
O14791	gene_name:APOL1
Q96DR7	gene_name:ARHGEF26
Q9Y4B4	gene_name:RAD54L2
Q15327	gene_name:ANKRD1
O94817	gene_name:ATG12
O00148	gene_name:DDX39A
Q9UDT6	gene_name:CLIP2
Q9BSU1	gene_name:C16orf70
H3BN30	gene_name:C16orf97
P42126	gene_name:ECI1
Q96PZ7	gene_name:CSMD1
Q1HG44	gene_name:DUOXA2
Q9UKG1	gene_name:APPL1
Q9BY08	gene_name:EBPL
Q5VYK3	gene_name:ECPAS
A0A0U1RQF7	gene_name:DPEP2NB
Q8TB45	gene_name:DEPTOR
P43003	gene_name:SLC1A3
P43004	gene_name:SLC1A2
P20036	gene_name:HLA-DPA1
P43005	gene_name:SLC1A1
Q9C005	gene_name:DPY30
P48664	gene_name:SLC1A6
O00341	gene_name:SLC1A7
Q12882	gene_name:DPYD
P04440	gene_name:HLA-DPB1
Q14194	gene_name:CRMP1
Q16555	gene_name:DPYSL2
Q14195	gene_name:DPYSL3
Q86SG4	gene_name:HMGN2P46
Q96JC9	gene_name:EAF1
Q9BVM2	gene_name:DPCD
O14531	gene_name:DPYSL4
Q9BPU6	gene_name:DPYSL5
Q96CJ1	gene_name:EAF2
Q14117	gene_name:DPYS
P01909	gene_name:HLA-DQA1
P01906	gene_name:HLA-DQA2
P01920	gene_name:HLA-DQB1
P05538	gene_name:HLA-DQB2
Q8TE96	gene_name:DQX1
P0CG22	gene_name:DHRS4L1
Q6PKH6	gene_name:DHRS4L2
Q0D2K5	gene_name:EGFEM1P
Q04741	gene_name:EMX1
Q04743	gene_name:EMX2
Q8IUX8	gene_name:EGFL6
Q902F9	gene_name:HERVK_113
Q9UHF1	gene_name:EGFL7
Q8N8S7	gene_name:ENAH
Q99944	gene_name:EGFL8
Q9NRM1	gene_name:ENAM
Q63HQ2	gene_name:EGFLAM
Q8NFI3	gene_name:ENGASE
O14682	gene_name:ENC1
Q58FF3	gene_name:HSP90B2P
P14625	gene_name:HSP90B1
P22413	gene_name:ENPP1
Q13822	gene_name:ENPP2
O14638	gene_name:ENPP3
P53672	gene_name:CRYBA2
Q8NF67	gene_name:ANKRD20A12P
Q8IZY2	gene_name:ABCA7
Q66LE6	gene_name:PPP2R2D
Q15173	gene_name:PPP2R5B
Q96AK3	gene_name:APOBEC3D
Q9HC16	gene_name:APOBEC3G
P07311	gene_name:ACYP1
P30837	gene_name:ALDH1B1
P14550	gene_name:AKR1A1
O60641	gene_name:SNAP91
Q96QP1	gene_name:ALPK1
Q09666	gene_name:AHNAK
Q96PN6	gene_name:ADCY10
Q8IWK6	gene_name:ADGRA3
Q9UHX3	gene_name:ADGRE2
Q96Q83	gene_name:ALKBH3
O14514	gene_name:ADGRB1
Q99767	gene_name:APBA2
Q96K21	gene_name:ZFYVE19
P19961	gene_name:AMY2B
P55064	gene_name:AQP5
Q3SXY8	gene_name:ARL13B
O75143	gene_name:ATG13
Q9NVI7	gene_name:ATAD3A
P08243	gene_name:ASNS
A6NK59	gene_name:ASB14
Q9Y575	gene_name:ASB3
Q9Y284	gene_name:WDR83OS
Q5TC04	gene_name:ATP1A1-AS1
Q8TF62	gene_name:ATP8B4
Q9H981	gene_name:ACTR8
Q96DT6	gene_name:ATG4C
Q96A70	gene_name:AZIN2
O75964	gene_name:ATP5MG
P36575	gene_name:ARR3
P51798	gene_name:CLCN7
P56749	gene_name:CLDN12
Q9Y5I7	gene_name:CLDN16
Q13825	gene_name:AUH
P51164	gene_name:ATP4B
Q9BXY8	gene_name:BEX2
Q96NH3	gene_name:TBC1D32
Q15582	gene_name:TGFBI
Q9UPA5	gene_name:BSN
O43505	gene_name:B4GAT1
Q8N9N5	gene_name:BANP
O14503	gene_name:BHLHE40
Q9NPB3	gene_name:CABP2
Q96KX2	gene_name:CAPZA3
P17655	gene_name:CAPN2
Q96LZ3	gene_name:PPP3R2
Q13698	gene_name:CACNA1S
Q8N5S3	gene_name:C2orf73
Q13112	gene_name:CHAF1B
P19022	gene_name:CDH2
Q96LT6	gene_name:C1orf74
Q6TDU7	gene_name:CFAP94
P29466	gene_name:CASP1
A6NLJ0	gene_name:C2CD4B
Q86UW7	gene_name:CADPS2
Q8TAB7	gene_name:CCDC26
P15169	gene_name:CPN1
P07451	gene_name:CA3
Q52MB2	gene_name:CCDC184
Q5JU67	gene_name:CFAP157
P07858	gene_name:CTSB
Q8NA61	gene_name:CBY2
O43822	gene_name:CFAP410
P51681	gene_name:CCR5
P35790	gene_name:CHKA
Q8TAL5	gene_name:C9orf43
Q8N9H6	gene_name:C8orf31
A6NFR6	gene_name:C5orf60
P49918	gene_name:CDKN1C
Q8WVX3	gene_name:C4orf3
Q9UKY3	gene_name:CES1P1
Q00536	gene_name:CDK16
G9CGD6	gene_name:CNK3/IPCEF1
Q8ND76	gene_name:CCNY
Q9BWU1	gene_name:CDK19
Q00534	gene_name:CDK6
Q96M19	gene_name:LINC00477
Q15417	gene_name:CNN3
Q6X4T0	gene_name:C12orf54
Q9NY25	gene_name:CLEC5A
Q5SQS8	gene_name:C10orf120
Q96N53	gene_name:LINC00167
Q9NQW8	gene_name:CNGB3
A6NMZ7	gene_name:COL6A6
Q13286	gene_name:CLN3
Q5VST6	gene_name:ABHD17B
Q6PCB6	gene_name:ABHD17C
P11766	gene_name:ADH5
Q9NZD4	gene_name:AHSP
P54646	gene_name:PRKAA2
Q3SY69	gene_name:ALDH1L2
Q86SJ2	gene_name:AMIGO2
Q08043	gene_name:ACTN3
Q53H64	gene_name:ANKRD40CL
Q6P461	gene_name:ACSM6
Q08828	gene_name:ADCY1
Q8N6S4	gene_name:ANKRD13C
P62736	gene_name:ACTA2
Q9BVK2	gene_name:ALG8
F7VJQ1	gene_name:PRNP
Q8WVL7	gene_name:ANKRD49
Q92625	gene_name:ANKS1A
P05549	gene_name:TFAP2A
Q6UW56	gene_name:ATRAID
Q6UXH0	gene_name:ANGPTL8
Q86WX3	gene_name:RPS19BP1
Q8WXJ9	gene_name:ASB17
P18846	gene_name:ATF1
Q16515	gene_name:ASIC2
Q7Z4Y8	gene_name:ATP5MGL
Q7Z6K5	gene_name:ARPIN
P05496	gene_name:ATP5MC1
O75508	gene_name:CLDN11
A6NM45	gene_name:CLDN24
P57739	gene_name:CLDN2
H7C241	gene_name:CLDN34
O15551	gene_name:CLDN3
O95471	gene_name:CLDN7
Q96GD4	gene_name:AURKB
Q3ZCQ2	gene_name:ANXA2R
Q8TE57	gene_name:ADAMTS16
Q9NZS9	gene_name:BFAR
Q00994	gene_name:BEX3
Q76B58	gene_name:BRINP3
Q5PSV4	gene_name:BRMS1L
Q9NSY1	gene_name:BMP2K
Q32M84	gene_name:BTBD16
P32247	gene_name:BRS3
P41223	gene_name:BUD31
P38398	gene_name:BRCA1
O43286	gene_name:B4GALT5
O60512	gene_name:B4GALT3
Q8TDM0	gene_name:BCAS4
Q6P575	gene_name:GUSBP11
O75531	gene_name:BANF1
Q8NFU0	gene_name:BEST4
Q8N888	gene_name:BCORP1
Q16611	gene_name:BAK1
Q9BXL6	gene_name:CARD14
Q00975	gene_name:CACNA1B
Q9H0H9	gene_name:CYP4F30P
P04003	gene_name:C4BPA
P40121	gene_name:CAPG
Q9NZP8	gene_name:C1RL
Q9H8G2	gene_name:CAAP1
Q96A33	gene_name:CCDC47
Q14511	gene_name:NEDD9
Q8IWP9	gene_name:CCDC28A
Q8NCX0	gene_name:CCDC150
A6NNP5	gene_name:CCDC169
O60359	gene_name:CACNG3
P62955	gene_name:CACNG7
B2RV13	gene_name:CFAP97D1
A0A096LP49	gene_name:CCDC187
Q3KPI0	gene_name:CEACAM21
P16870	gene_name:CPE
P08861	gene_name:CELA3B
Q9Y6F7	gene_name:CDY2A
Q8NEG2	gene_name:C7orf57
O00421	gene_name:CCRL2
Q5W0N0	gene_name:C9orf57
P00450	gene_name:CP
Q16589	gene_name:CCNG2
Q6PRD7	gene_name:CEMP1
Q12798	gene_name:CETN1
Q6P1J9	gene_name:CDC73
P32320	gene_name:CDA
Q8N4M7	gene_name:C10orf126
Q8NA66	gene_name:CNBD1
Q86U37	gene_name:LINC01551
P12110	gene_name:COL6A2
Q96NS8	gene_name:CLUHP3
Q16280	gene_name:CNGA2
Q9NPC3	gene_name:CCNB1IP1
Q53SF7	gene_name:COBLL1
Q8IUL8	gene_name:CILP2
Q5TA50	gene_name:CPTP
O75177	gene_name:SS18L1
P05181	gene_name:CYP2E1
Q5T197	gene_name:DCST1
O43293	gene_name:DAPK3
Q9UHI6	gene_name:DDX20
Q9GZZ6	gene_name:CHRNA10
P07108	gene_name:DBI
Q9H3Z7	gene_name:ABHD16B
O94911	gene_name:ABCA8
Q00005	gene_name:PPP2R2B
P43353	gene_name:ALDH3B1
Q5VW22	gene_name:AGAP6
Q96Q42	gene_name:ALS2
P68133	gene_name:ACTA1
Q99996	gene_name:AKAP9
P10323	gene_name:ACR
P00813	gene_name:ADA
P50052	gene_name:AGTR2
Q9NP73	gene_name:ALG13
P08588	gene_name:ADRB1
P0C7M7	gene_name:ACSM4
P08913	gene_name:ADRA2A
Q9HCE9	gene_name:ANO8
Q8WXG9	gene_name:ADGRV1
O75179	gene_name:ANKRD17
Q53RT3	gene_name:ASPRV1
Q92754	gene_name:TFAP2C
Q9UJX3	gene_name:ANAPC7
C9JTQ0	gene_name:ANKRD63
P20073	gene_name:ANXA7
Q9UPS8	gene_name:ANKRD26
P25098	gene_name:GRK2
Q9Y5C1	gene_name:ANGPTL3
P23582	gene_name:NPPC
O15143	gene_name:ARPC1B
Q9BQD7	gene_name:ANTKMT
P15336	gene_name:ATF2
Q9Y2D1	gene_name:ATF5
Q9UBL3	gene_name:ASH2L
P78348	gene_name:ASIC1
Q96BY7	gene_name:ATG2B
O60312	gene_name:ATP10A
Q8TBH0	gene_name:ARRDC2
O14977	gene_name:AZIN1
Q99700	gene_name:ATXN2
Q9H3M9	gene_name:ATXN3L
Q9Y679	gene_name:AUP1
Q76LX8	gene_name:ADAMTS13
Q8N9R0	gene_name:LINC00304
O43313	gene_name:ATMIN
Q6NZY7	gene_name:CDC42EP5
P18075	gene_name:BMP7
O00499	gene_name:BIN1
O75815	gene_name:BCAR3
Q96KC9	gene_name:CABS1
Q13145	gene_name:BAMBI
Q9NR55	gene_name:BATF3
Q13938	gene_name:CAPS
P07339	gene_name:CTSD
P25774	gene_name:CTSS
Q08289	gene_name:CACNB2
O75052	gene_name:NOS1AP
Q86WR0	gene_name:CCDC25
Q6UB35	gene_name:MTHFD1L
Q8NCB2	gene_name:CAMKV
Q9H2F9	gene_name:CCDC68
P0DP25	gene_name:CALM3
Q8N813	gene_name:C3orf56
P0DP23	gene_name:CALM1
P78556	gene_name:CCL20
P10966	gene_name:CD8B
P41180	gene_name:CASR
P57076	gene_name:CFAP298
P42772	gene_name:CDKN2B
Q9BSY4	gene_name:CHCHD5
Q9H7U1	gene_name:CCSER2
Q14839	gene_name:CHD4
Q49MI3	gene_name:CERKL
P30203	gene_name:CD6
Q6ZV77	gene_name:C9orf139
O95873	gene_name:C6orf47
P48745	gene_name:CCN3
A8MTZ7	gene_name:C12orf71
Q9BV87	gene_name:CNPPD1
Q9ULM6	gene_name:CNOT6
Q96FZ5	gene_name:CMTM7
Q7Z7L8	gene_name:C11orf96
Q05707	gene_name:COL14A1
O14734	gene_name:ACOT8
Q9NUZ1	gene_name:ACOXL
Q4AC99	gene_name:ACCSL
P49753	gene_name:ACOT2
P61221	gene_name:ABCE1
Q9Y235	gene_name:APOBEC2
Q9Y478	gene_name:PRKAB1
P30153	gene_name:PPP2R1A
Q6ULP2	gene_name:AFTPH
Q13131	gene_name:PRKAA1
O95831	gene_name:AIFM1
Q8N944	gene_name:AMER3
Q7L8J4	gene_name:SH3BP5L
Q9NVV5	gene_name:AIG1
Q96B36	gene_name:AKT1S1
Q15848	gene_name:ADIPOQ
Q8TDY3	gene_name:ACTRT2
Q5T2L2	gene_name:AKR1C8P
P24588	gene_name:AKAP5
Q9H9G7	gene_name:AGO3
O75689	gene_name:ADAP1
Q08462	gene_name:ADCY2
Q9NUB1	gene_name:ACSS1
Q8NFM4	gene_name:ADCY4
Q8IZF6	gene_name:ADGRG4
Q9NXR5	gene_name:ANKRD10
Q13444	gene_name:ADAM15
Q6P6B7	gene_name:ANKRD16
P17342	gene_name:NPR3
P63010	gene_name:AP2B1
P56377	gene_name:AP1S2
Q8NBQ7	gene_name:AQP11
Q9C0K3	gene_name:ACTR3C
Q8WXK1	gene_name:ASB15
O95500	gene_name:CLDN14
Q8WWM7	gene_name:ATXN2L
Q5T686	gene_name:AVPI1
O75110	gene_name:ATP9A
O75947	gene_name:ATP5PD
Q13315	gene_name:ATM
P54259	gene_name:ATN1
Q8TDC3	gene_name:BRSK1
Q9NY30	gene_name:BTG4
Q9UBR1	gene_name:UPB1
Q6ZUJ8	gene_name:PIK3AP1
A8MW95	gene_name:BECN2
Q6PL45	gene_name:BRICD5
Q13323	gene_name:BIK
Q86Y30	gene_name:BAGE2
Q9HC96	gene_name:CAPN10
Q9P296	gene_name:C5AR2
Q8N5C1	gene_name:CALHM5
Q8N8Q1	gene_name:CYB561D1
P43155	gene_name:CRAT
P0DPF5	gene_name:C2orf27A
P47756	gene_name:CAPZB
Q8N0U7	gene_name:C1orf87
Q9H425	gene_name:C1orf198
Q6IMN6	gene_name:CAPRIN2
Q9Y6R9	gene_name:CCDC61
P0DP24	gene_name:CALM2
Q569K6	gene_name:CCDC157
P14384	gene_name:CPM
P80075	gene_name:CCL8
Q6UW01	gene_name:CBLN3
P15085	gene_name:CPA1
P22681	gene_name:CBL
Q96EP1	gene_name:CHFR
P31997	gene_name:CEACAM8
P17676	gene_name:CEBPB
O95992	gene_name:CH25H
P15812	gene_name:CD1E
P51861	gene_name:CDR1
Q9UNE7	gene_name:STUB1
Q96T59	gene_name:CDRT15
Q9NPF0	gene_name:CD320
Q8N8E3	gene_name:CEP112
A6NKQ9	gene_name:CGB1
P30281	gene_name:CCND3
Q9ULY5	gene_name:CLEC4E
P0C7P0	gene_name:CISD3
P01024	gene_name:C3
P10643	gene_name:C7
Q8IV77	gene_name:CNGA4
Q9UBR5	gene_name:CKLF
Q9UPZ9	gene_name:CILK1
P49759	gene_name:CLK1
Q99715	gene_name:COL12A1
Q92828	gene_name:CORO2A
Q9HBI6	gene_name:CYP4F11
Q9UBL6	gene_name:CPNE7
P51589	gene_name:CYP2J2
Q6GPI1	gene_name:CTRB2
Q9H5V9	gene_name:CXorf56
P12821	gene_name:ACE
O14678	gene_name:ABCD4
P52209	gene_name:PGD
P43681	gene_name:CHRNA4
P01011	gene_name:SERPINA3
Q9Y2T4	gene_name:PPP2R2C
Q8TCU4	gene_name:ALMS1
Q8N302	gene_name:AGGF1
P42330	gene_name:AKR1C3
Q8N157	gene_name:AHI1
P78325	gene_name:ADAM8
Q7Z7M1	gene_name:ADGRD2
Q96PE1	gene_name:ADGRA2
Q8IZF3	gene_name:ADGRF4
O95573	gene_name:ACSL3
Q92685	gene_name:ALG3
P78536	gene_name:ADAM17
Q13686	gene_name:ALKBH1
P07741	gene_name:APRT
O43299	gene_name:AP5Z1
P53680	gene_name:AP2S1
Q8IVJ8	gene_name:APRG1
O14617	gene_name:AP3D1
P15144	gene_name:ANPEP
Q96KC2	gene_name:ARL5B
P05089	gene_name:ARG1
O95154	gene_name:AKR7A3
A6NL99	gene_name:AQP7P3
Q86XL3	gene_name:ANKLE2
Q969Q4	gene_name:ARL11
Q7LC44	gene_name:ARC
O94778	gene_name:AQP8
P0C7Q2	gene_name:ARMS2
Q9BXN1	gene_name:ASPN
Q9Y574	gene_name:ASB4
Q99941	gene_name:ATF6B
Q9H672	gene_name:ASB7
Q7Z3C6	gene_name:ATG9A
P54707	gene_name:ATP12A
Q92484	gene_name:SMPDL3A
Q96QS3	gene_name:ARX
O75882	gene_name:ATRN
Q9UP79	gene_name:ADAMTS8
Q8TE56	gene_name:ADAMTS17
Q8TE59	gene_name:ADAMTS19
P00846	gene_name:MT-ATP6
Q6ZMM2	gene_name:ADAMTSL5
O00244	gene_name:ATOX1
Q6RI45	gene_name:BRWD3
A6NE02	gene_name:BTBD17
Q9BX70	gene_name:BTBD2
Q8NFJ9	gene_name:BBS1
Q14137	gene_name:BOP1
P08236	gene_name:GUSB
Q13936	gene_name:CACNA1C
P09228	gene_name:CST2
A6NHC0	gene_name:CAPN8
Q86Y37	gene_name:CACUL1
Q9NWW7	gene_name:C2orf42
Q9UKL3	gene_name:CASP8AP2
P55289	gene_name:CDH12
Q9UJ99	gene_name:CDH22
Q99643	gene_name:SDHC
Q8TAB5	gene_name:C1orf216
Q3SY05	gene_name:LINC00303
Q9BY67	gene_name:CADM1
Q9H4Z3	gene_name:PCIF1
Q13901	gene_name:C1D
Q9ULX7	gene_name:CA14
Q9Y6J0	gene_name:CABIN1
Q6ZSU1	gene_name:CYP2G1P
P49913	gene_name:CAMP
Q2TAC2	gene_name:CCDC57
P51636	gene_name:CAV2
Q9UFE4	gene_name:CCDC39
Q9P0B6	gene_name:CCDC167
O95273	gene_name:CCNDBP1
Q13939	gene_name:CCIN
A0A1B0GVQ3	gene_name:CCDC200
Q8IUK8	gene_name:CBLN2
Q96LY2	gene_name:CCDC74B
A1A4V9	gene_name:CCDC189
Q9NUG4	gene_name:CCM2L
A8K010	gene_name:LINC00473
A6NHX0	gene_name:CASTOR2
P49715	gene_name:CEBPA
O43745	gene_name:CHP2
Q9P2E5	gene_name:CHPF2
Q9Y232	gene_name:CDYL
Q6W349	gene_name:LINC00575
Q16880	gene_name:UGT8
Q9Y4C5	gene_name:CHST2
Q96LL4	gene_name:C8orf48
Q9BYV8	gene_name:CEP41
P0DMB2	gene_name:C8orf88
Q8N0S6	gene_name:CENPL
Q76N32	gene_name:CEP68
Q9Y592	gene_name:CEP83
Q8N111	gene_name:CEND1
Q13740	gene_name:ALCAM
P06493	gene_name:CDK1
Q8IZL9	gene_name:CDK20
Q9NYV4	gene_name:CDK12
Q96MD2	gene_name:C12orf66
Q96IL0	gene_name:COA8
Q9BXN2	gene_name:CLEC7A
Q96JB5	gene_name:CDK5RAP3
Q9UJ71	gene_name:CD207
Q6UVW9	gene_name:CLEC2A
P29372	gene_name:MPG
Q5FVE4	gene_name:ACSBG2
A7E2S9	gene_name:ANKRD30BL
Q14738	gene_name:PPP2R5D
P21589	gene_name:NT5E
P29275	gene_name:ADORA2B
Q9Y3L3	gene_name:SH3BP1
Q9H2F3	gene_name:HSD3B7
P51648	gene_name:ALDH3A2
P09972	gene_name:ALDOC
Q12904	gene_name:AIMP1
Q8N556	gene_name:AFAP1
A5PLL1	gene_name:ANKRD34B
Q9BXX3	gene_name:ANKRD30A
P36405	gene_name:ARL3
P56559	gene_name:ARL4C
P21397	gene_name:MAOA
Q7Z6G8	gene_name:ANKS1B
O95445	gene_name:APOM
Q12774	gene_name:ARHGEF5
P55056	gene_name:APOC4
P02656	gene_name:APOC3
Q86VW2	gene_name:ARHGEF25
Q7RTU5	gene_name:ASCL5
P09497	gene_name:CLTB
Q9NY37	gene_name:ASIC5
Q5FYB0	gene_name:ARSJ
Q9H7F0	gene_name:ATP13A3
Q8WYN0	gene_name:ATG4A
P24539	gene_name:ATP5PB
P51788	gene_name:CLCN2
P56134	gene_name:ATP5MF
Q9NY35	gene_name:CLDND1
Q13535	gene_name:ATR
Q9P2N4	gene_name:ADAMTS9
Q8NHH9	gene_name:ATL2
Q12934	gene_name:BFSP1
Q13895	gene_name:BYSL
Q86VB7	gene_name:CD163
Q96P09	gene_name:BIRC8
Q13867	gene_name:BLMH
Q8IWZ6	gene_name:BBS7
Q9P2W7	gene_name:B3GAT1
O43825	gene_name:B3GALT2
Q8NFL0	gene_name:B3GNT7
Q7RTU4	gene_name:BHLHA9
O75150	gene_name:RNF40
O14569	gene_name:CYB561D2
Q6ZSI9	gene_name:CAPN12
Q9NYM9	gene_name:BET1L
O95999	gene_name:BCL10
Q8TCZ2	gene_name:CD99L2
Q8WVQ1	gene_name:CANT1
Q9BWL3	gene_name:C1orf43
P43234	gene_name:CTSO
Q8NEL0	gene_name:CCDC54
Q96HJ3	gene_name:CCDC34
O15234	gene_name:CASC3
Q8IYK2	gene_name:CCDC105
Q7Z3S7	gene_name:CACNA2D4
Q6P1N0	gene_name:CC2D1A
H7C350	gene_name:CCDC188
O15467	gene_name:CCL16
P0CW27	gene_name:CCDC166
O00585	gene_name:CCL21
A0ZSE6	gene_name:TMEM30CP
Q6ZVT6	gene_name:CFAP20DC
O60729	gene_name:CDC14B
O60826	gene_name:CCDC22
P40199	gene_name:CEACAM6
Q5T0N1	gene_name:CFAP70
Q6NT52	gene_name:CGB2
O96017	gene_name:CHEK2
P06127	gene_name:CD5
Q6YHK3	gene_name:CD109
Q53FE4	gene_name:C4orf17
A7E2U8	gene_name:C4orf47
P32970	gene_name:CD70
Q9GZS9	gene_name:CHST5
Q96LT7	gene_name:C9orf72
Q9HA82	gene_name:CERS4
Q12873	gene_name:CHD3
Q9ULG6	gene_name:CCPG1
Q8N7H1	gene_name:LINC01465
P29279	gene_name:CCN2
P41002	gene_name:CCNF
A6H8M9	gene_name:CDHR4
Q5VV42	gene_name:CDKAL1
Q8IUN9	gene_name:CLEC10A
Q9ULV3	gene_name:CIZ1
Q17RA5	gene_name:C21orf62-AS1
Q494W8	gene_name:CHRFAM7A
Q9UKF6	gene_name:CPSF3
Q9Y215	gene_name:COLQ
P0DML2	gene_name:CSH1
Q8N6N7	gene_name:ACBD7
Q6UXT9	gene_name:ABHD15
Q9UGM1	gene_name:CHRNA9
P13798	gene_name:APEH
Q2M2I8	gene_name:AAK1
P31946	gene_name:YWHAB
P78314	gene_name:SH3BP2
Q969T7	gene_name:NT5C3B
Q04771	gene_name:ACVR1
Q15699	gene_name:ALX1
P0CW23	gene_name:AKAIN1
Q9BUB4	gene_name:ADAT1
O94910	gene_name:ADGRL1
Q8TC27	gene_name:ADAM32
Q9H553	gene_name:ALG2
Q9BXX2	gene_name:ANKRD30B
P49703	gene_name:ARL4D
Q7Z6R9	gene_name:TFAP2D
P29972	gene_name:AQP1
P01019	gene_name:AGT
Q495Z4	gene_name:ASB16-AS1
Q5H913	gene_name:ARL13A
Q6ZW76	gene_name:ANKS3
P55345	gene_name:PRMT2
A6ND91	gene_name:ASPDH
Q9Y294	gene_name:ASF1A
Q9UN42	gene_name:ATP1B4
Q8IXJ9	gene_name:ASXL1
Q5T6C5	gene_name:ATXN7L2
P32121	gene_name:ARRB2
Q8N7P3	gene_name:CLDN22
Q96B33	gene_name:CLDN23
C9JDP6	gene_name:CLDN25
Q6P387	gene_name:C16orf46
Q8WXS8	gene_name:ADAMTS14
P36542	gene_name:ATP5F1C
O15072	gene_name:ADAMTS3
O75173	gene_name:ADAMTS4
Q8N100	gene_name:ATOH7
Q5VW32	gene_name:BROX
Q53HL2	gene_name:CDCA8
Q8WZ55	gene_name:BSND
Q9Y5Z6	gene_name:B3GALT1
Q9BZE3	gene_name:BARHL1
Q6W2J9	gene_name:BCOR
P10415	gene_name:BCL2
O00555	gene_name:CACNA1A
Q5SVJ3	gene_name:C1orf100
Q5XLA6	gene_name:CARD17
Q8WUZ0	gene_name:BCL7C
Q96HA4	gene_name:C1orf159
P14091	gene_name:CTSE
Q86UU0	gene_name:BCL9L
Q9NPY3	gene_name:CD93
Q2M243	gene_name:CCDC27
P60827	gene_name:C1QTNF8
Q96L12	gene_name:CALR3
Q6P1S2	gene_name:C3orf33
Q502W7	gene_name:CCDC38
Q96BT1	gene_name:C3orf49
A6NC98	gene_name:CCDC88B
Q8N4T8	gene_name:CBR4
Q5TB80	gene_name:CEP162
P59074	gene_name:CHMP4BP1
P10809	gene_name:HSPD1
Q6NUI6	gene_name:CHADL
P00746	gene_name:CFD
Q9UHN6	gene_name:CEMIP2
P08218	gene_name:CELA2B
O76039	gene_name:CDKL5
Q49AR2	gene_name:C5orf22
Q49AH0	gene_name:CDNF
Q52M75	gene_name:LINC01554
Q96LM5	gene_name:C4orf45
O95813	gene_name:CER1
Q86X52	gene_name:CHSY1
P49336	gene_name:CDK8
Q8WUJ3	gene_name:CEMIP
P41208	gene_name:CETN2
P50750	gene_name:CDK9
Q8N5K1	gene_name:CISD2
P20674	gene_name:COX5A
P10635	gene_name:CYP2D6
Q9UH73	gene_name:EBF1
P50238	gene_name:CRIP1
P20815	gene_name:CYP3A5
O75534	gene_name:CSDE1
Q9BV23	gene_name:ABHD6
Q8NE71	gene_name:ABCF1
P05067	gene_name:APP
O14639	gene_name:ABLIM1
Q9UNQ0	gene_name:ABCG2
Q8TF27	gene_name:AGAP11
Q96HD9	gene_name:ACY3
P63267	gene_name:ACTG2
P35858	gene_name:IGFALS
P04075	gene_name:ALDOA
O95081	gene_name:AGFG2
Q04828	gene_name:AKR1C1
Q6NVV9	gene_name:ADAM5
Q9BY15	gene_name:ADGRE3
Q8NEB7	gene_name:ACRBP
Q6UX46	gene_name:ALKAL2
Q8IZF2	gene_name:ADGRF5
Q9BT22	gene_name:ALG1
Q9UKF5	gene_name:ADAM29
Q9BV10	gene_name:ALG12
Q8NCL9	gene_name:APCDD1L
Q6UB98	gene_name:ANKRD12
Q9BXS5	gene_name:AP1M1
Q06278	gene_name:AOX1
Q9H6X2	gene_name:ANTXR1
A5YM69	gene_name:ARHGEF35
Q16853	gene_name:AOC3
Q96CW1	gene_name:AP2M1
Q96IT6	gene_name:ARHGAP5-AS1
Q14865	gene_name:ARID5B
Q76L83	gene_name:ASXL2
Q9NVP2	gene_name:ASF1B
O15144	gene_name:ARPC2
Q9UBB4	gene_name:ATXN10
P56746	gene_name:CLDN15
P56856	gene_name:CLDN18
Q96IX5	gene_name:ATP5MD
Q8WXX7	gene_name:AUTS2
Q6UWD8	gene_name:C16orf54
Q8NHY2	gene_name:COP1
Q9UKP4	gene_name:ADAMTS7
Q9UNA0	gene_name:ADAMTS5
P54710	gene_name:FXYD2
O00327	gene_name:ARNTL
Q9P203	gene_name:BTBD7
Q14692	gene_name:BMS1
P17213	gene_name:BPI
Q8WYA1	gene_name:ARNTL2
Q8ND07	gene_name:BBOF1
Q9UMX3	gene_name:BOK
Q6ZN30	gene_name:BNC2
O75936	gene_name:BBOX1
O94766	gene_name:B3GAT3
Q9UHR4	gene_name:BAIAP2L1
Q8IYS8	gene_name:BOD1L2
Q6MZZ7	gene_name:CAPN13
O15155	gene_name:BET1
Q8N7W2	gene_name:BEND7
A8MZ97	gene_name:C2orf74
O15484	gene_name:CAPN5
Q8IXH8	gene_name:CDH26
Q8N1Q1	gene_name:CA13
Q14781	gene_name:CBX2
A5D8W1	gene_name:CFAP69
P15088	gene_name:CPA3
P09093	gene_name:CELA3A
P32248	gene_name:CCR7
Q9BZW8	gene_name:CD244
Q8WUH1	gene_name:CHURC1
P31358	gene_name:CD52
P06729	gene_name:CD2
P08962	gene_name:CD63
P13987	gene_name:CD59
Q12860	gene_name:CNTN1
P40259	gene_name:CD79B
Q9Y6Z2	gene_name:LINC01558
Q32Q52	gene_name:C12orf74
P25067	gene_name:COL8A2
Q5U649	gene_name:C12orf60
Q9NPU4	gene_name:C14orf132
Q8N326	gene_name:RPP38-DT
Q5VZT2	gene_name:C10orf113
P18545	gene_name:PDE6G
P12109	gene_name:COL6A1
